Cliente;Ativo Selecionado;Período;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Custo (Km/L);Custo (L/H);Deslocamentos
JANDAIA;TFP-8H93;01/09/2025 00:00:00 - 30/09/2025 23:59:59;88:47:55;81:50:46;06:57:09;476:33:14;2917,30;$ 0,00;$ 0,00;185
Cliente;Período;Ativo;Placa;Período;Status;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Origem;Destino;Custo (Km/L);Custo (L/H);Ponto de referência;Motorista
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 10:41:25 - 02/09/2025 10:44:14;Ligado;00:02:49;00:01:01;00:01:48; - ;0.08;Avenida Galdino A. de Sousa -  221 -  Jandaia - GO -  75950-000 -  Brasil;Avenida Galdino A. de Sousa -  300 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 10:44:14 - 02/09/2025 10:46:36;Desligado; - ; - ; - ;00:02:22; - ;Avenida Galdino A. de Sousa, 300, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 10:46:36 - 02/09/2025 10:51:54;Ligado;00:05:18;00:04:36;00:00:42; - ;1.21;Avenida Galdino A. de Sousa -  300 -  Jandaia - GO -  75950-000 -  Brasil;Rua F-Dois -  94 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 10:51:54 - 02/09/2025 10:53:15;Desligado; - ; - ; - ;00:01:21; - ;Rua F-Dois, 94, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 10:53:15 - 02/09/2025 10:57:10;Ligado;00:03:55;00:03:19;00:00:36; - ;1.05;Rua F-Dois -  94 -  Jandaia - GO -  75950-000 -  Brasil;Rua Tres -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 10:57:10 - 02/09/2025 11:11:26;Desligado; - ; - ; - ;00:14:16; - ;Rua Tres, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 11:11:26 - 02/09/2025 11:15:48;Ligado;00:04:22;00:03:43;00:00:39; - ;1.55;Rua Dois -  Jandaia - GO -  75950-000 -  Brasil;Avenida Eliziario Luiz da Costa -  131 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 11:15:48 - 02/09/2025 11:20:40;Desligado; - ; - ; - ;00:04:52; - ;Avenida Eliziario Luiz da Costa, 131, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 11:20:40 - 02/09/2025 11:20:54;Ligado;00:00:14;00:00:00;00:00:14; - ;0.00;Avenida Eliziario Luiz da Costa -  131 -  Jandaia - GO -  75950-000 -  Brasil;Avenida Eliziario Luiz da Costa -  131 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 11:20:54 - 02/09/2025 11:20:56;Desligado; - ; - ; - ;00:00:02; - ;Avenida Eliziario Luiz da Costa, 131, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 11:20:56 - 02/09/2025 11:48:43;Ligado;00:27:47;00:24:10;00:03:37; - ;18.94;Avenida Eliziario Luiz da Costa -  131 -  Jandaia - GO -  75950-000 -  Brasil;Palmeiras de Goias -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 11:48:43 - 02/09/2025 11:48:45;Desligado; - ; - ; - ;00:00:02; - ;Palmeiras de Goias, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 11:48:45 - 02/09/2025 13:08:35;Ligado;01:19:50;01:17:48;00:02:02; - ;50.13;Palmeiras de Goias -  GO -  Brasil;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 13:08:35 - 02/09/2025 16:41:09;Desligado; - ; - ; - ;03:32:34; - ;Avenida Galdino A. de Sousa, 384, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 16:41:09 - 02/09/2025 16:46:41;Ligado;00:05:32;00:05:05;00:00:27; - ;1.95;Avenida Galdino A. de Sousa -  362 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 16:46:41 - 02/09/2025 17:11:31;Desligado; - ; - ; - ;00:24:50; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 17:11:31 - 02/09/2025 17:17:26;Ligado;00:05:55;00:05:17;00:00:38; - ;1.94;Jandaia -  GO -  Brasil;Rua Jose Faria Campos -  56 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 17:17:26 - 02/09/2025 17:22:29;Desligado; - ; - ; - ;00:05:03; - ;Rua Jose Faria Campos, 56, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 17:22:29 - 02/09/2025 18:18:01;Ligado;00:55:32;00:53:40;00:01:52; - ;34.61;Rua Jose Faria Campos -  56 -  Jandaia - GO -  75950-000 -  Brasil;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:18:01 - 02/09/2025 18:18:41;Desligado; - ; - ; - ;00:00:40; - ;Rua Libertino M. Mesquita, 365, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:18:41 - 02/09/2025 18:18:45;Ligado;00:00:04;00:00:00;00:00:04; - ;0.00;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:18:45 - 02/09/2025 18:19:13;Desligado; - ; - ; - ;00:00:28; - ;Rua Libertino M. Mesquita, 365, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:19:13 - 02/09/2025 18:19:20;Ligado;00:00:07;00:00:00;00:00:07; - ;0.00;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:19:20 - 02/09/2025 18:20:54;Desligado; - ; - ; - ;00:01:34; - ;Rua Libertino M. Mesquita, 365, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:20:54 - 02/09/2025 18:20:58;Ligado;00:00:04;00:00:00;00:00:04; - ;0.00;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:20:58 - 02/09/2025 18:27:40;Desligado; - ; - ; - ;00:06:42; - ;Rua Libertino M. Mesquita, 365, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:27:40 - 02/09/2025 18:29:26;Ligado;00:01:46;00:01:05;00:00:41; - ;0.34;Rua Libertino M. Mesquita -  365 -  Jandaia - GO -  75950-000 -  Brasil;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 18:29:26 - 03/09/2025 04:46:10;Desligado; - ; - ; - ;10:16:44; - ;Avenida Galdino A. de Sousa, 384, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
