Cliente;Ativo Selecionado;Período;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Custo (Km/L);Custo (L/H);Deslocamentos
JANDAIA;TFW-5E13;01/09/2025 00:00:00 - 30/09/2025 23:59:59;52:09:06;44:37:03;07:32:03;499:33:45;2123,83;$ 0,00;$ 0,00;150
Cliente;Período;Ativo;Placa;Período;Status;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Origem;Destino;Custo (Km/L);Custo (L/H);Ponto de referência;Motorista
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 16:59:40 - 02/09/2025 17:00:09;Ligado;00:00:29;00:00:00;00:00:29; - ;0.00;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 17:00:09 - 02/09/2025 17:00:46;Desligado; - ; - ; - ;00:00:37; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 17:00:46 - 02/09/2025 17:03:30;Ligado;00:02:44;00:02:23;00:00:21; - ;0.77;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 17:03:30 - 02/09/2025 17:10:55;Desligado; - ; - ; - ;00:07:25; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 17:10:55 - 02/09/2025 17:13:09;Ligado;00:02:14;00:01:26;00:00:48; - ;0.47;Jandaia -  GO -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 17:13:09 - 02/09/2025 17:43:00;Desligado; - ; - ; - ;00:29:51; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 17:43:00 - 02/09/2025 18:15:32;Ligado;00:32:32;00:31:55;00:00:37; - ;25.37;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 18:15:32 - 03/09/2025 10:42:19;Desligado; - ; - ; - ;16:26:47; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 10:42:19 - 03/09/2025 10:47:02;Ligado;00:04:43;00:00:27;00:04:16; - ;0.04;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 10:47:02 - 03/09/2025 10:48:49;Desligado; - ; - ; - ;00:01:47; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
